# wave	0deg		10deg		20deg
#300	6.017386	46.754327	1.070217	
#301	50.187724	5.879539	45.288415	
#302	17.234688	18.196536	41.752932	
#303	16.566592	11.259319	18.790177	
#304	13.340529	21.533013	48.490676	
#305	7.613619	60.402787	11.550945	
#306	62.401373	33.331148	62.369714	
#307	47.279568	49.188772	63.553427	
#308	44.083328	53.874977	20.444807	
#309	64.541381	41.73839	75.813437	
#310	32.812813	78.666902	68.610503	
#311	77.815669	60.160471	49.369478	
#312	74.716627	63.2344		76.019795	
#313	43.807893	83.754306	53.104881	
#314	84.940714	70.279281	73.005793	
#315	80.082726	68.550894	80.626373	
#316	64.574837	84.224081	70.523038	
#317	85.858103	56.053961	86.403971	
#318	77.506452	86.537578	92.394466	
#319	83.174552	88.336708	79.496935	
#320	92.498327	85.128869	91.602967	
#321	86.259839	94.087215	93.671487	
#322	93.011243	95.945612	85.469493	
#323	96.531218	81.091481	93.824811	
#324	93.728356	95.445375	96.252087	
#325	92.262766	96.401172	90.906647	
#326	97.609159	91.896069	58.713787	
#327	95.521014	97.362308	83.568531	
#328	97.308043	98.361045	74.8077	
#329	99.115271	95.632273	92.706853	
#330	98.761467	71.777984	89.805009	
#331	76.834302	85.661025	93.19888	
#332	81.049962	77.545767	91.252572	
#333	79.865464	91.047617	91.785448	
#334	55.580588	89.328483	83.300918	
#335	94.710551	89.301712	22.228432	
#336	62.370317	86.796043	45.547203	
#337	79.176415	90.879572	86.554518	
#338	93.596697	72.721663	55.429215	
#339	28.566168	4.376752	30.193739	
#340	52.852948	49.806479	40.443353	
#341	65.906134	81.823369	16.569178	
#342	49.111085	67.485753	38.973103	
#343	82.51889	21.060615	3.630794	
#344	16.53158	40.314064	77.68612	
#345	34.945092	25.113609	61.376163	
#346	36.341937	30.380059	12.146264	
#347	14.977297	23.014547	52.25998	
#348	43.704273	65.726973	75.18703	
#349	15.904647	74.387543	39.464337	
#350	78.05349	5.659572	85.314816	
#351	45.718445	28.97649	35.206741	
#352	18.173212	77.947716	25.75703	
#353	61.68544	40.74198	85.363808	
#354	76.736519	82.174767	94.144376	
#355	48.290441	74.296565	99.212303	
#356	85.373121	17.715665	99.399559	
#357	28.834271	66.104349	99.758657	
#358	3.081304	93.972699	99.935651	
#359	91.041199	98.365229	99.431507	
360	94.467152	99.593178	99.982979	
361	99.378822	99.453747	99.992536	
362	99.505282	99.931969	99.894894	
363	99.80342	99.93637	99.986571	
364	99.953183	99.89928	99.987847	
365	99.792798	99.992645	99.959165	
366	99.980092	99.991175	99.988296	
367	99.994099	99.82145	99.993581	
368	99.977721	99.992434	99.986506	
369	99.978927	99.985685	99.993623	
370	99.993031	99.969967	99.967943	
371	99.959686	99.991147	99.998668	
372	99.988451	99.980608	99.997586	
373	99.986448	99.997445	99.997797	
374	99.993674	99.992045	99.999861	
375	99.997704	99.997261	99.999914	
376	99.540396	99.999316	99.999731	
377	99.998877	99.99641	99.99366	
378	99.999271	99.999578	99.999574	
379	98.962572	99.99993	99.999097	
380	99.999825	99.999939	99.970602	
381	99.999942	99.999666	99.999381	
382	99.999912	99.998915	99.999328	
383	99.997312	99.999719	99.991412	
384	99.999594	99.999093	99.959158	
385	99.999685	99.996142	99.830943	
386	99.997041	99.999619	99.97232	
387	99.998918	99.99948	99.904973	
388	99.999642	99.992625	99.987672	
389	99.999166	99.970129	99.997124	
390	99.946011	99.847876	99.994151	
391	99.972868	99.97619	99.97357	
392	99.900703	99.930012	99.990763	
393	99.977964	99.986471	99.963769	
394	99.826359	99.99744	99.995498	
395	99.992907	99.995889	99.993667	
396	99.997593	99.964625	99.978637	
397	99.992815	99.991837	99.995598	
398	99.983522	99.951989	99.998175	
399	99.989411	99.99538	99.989744	
400	99.978813	99.99474	99.995962	
401	99.995834	99.983694	99.996293	
402	99.993576	99.99417	99.986456	
403	99.978051	99.998419	99.996651	
404	99.996362	99.99571	99.994536	
405	99.998443	99.993008	99.978835	
406	99.991847	99.997223	99.996386	
407	99.995633	99.980165	99.99898	
408	99.996577	99.996313	99.990741	
409	99.983937	99.995242	99.998443	
410	99.996492	99.990833	99.998436	
411	99.994678	99.992256	99.991289	
412	99.987389	99.999065	99.993053	
413	99.99591	99.997989	99.999521	
414	99.999125	99.996281	99.999602	
415	99.996672	99.998973	99.999823	
416	99.997738	99.993925	99.999987	
417	99.998847	99.992734	99.999989	
418	99.992756	99.999241	99.998253	
419	99.98949	99.99982	99.999992	
420	99.999512	99.992174	99.999996	
421	99.999812	99.999981	99.999872	
422	99.999211	99.999993	99.999996	
423	99.999985	99.999981	99.999998	
