2000	0.018535316
1999	0.01738201
1998	0.016307974
1997	0.015310875
1996	0.014384673
1995	0.013523839
1994	0.012723307
1993	0.011975675
1992	0.011279764
1991	0.010629186
1990	0.010023052
1989	0.009455837
1988	0.008926886
1987	0.008431406
1986	0.007967095
1985	0.007533556
1984	0.007126889
1983	0.00674528
1982	0.006387045
1981	0.006052015
1980	0.005735879
1979	0.005440014
1978	0.005160598
1977	0.004898916
1976	0.004651575
1975	0.004419773
1974	0.00420049
1973	0.003993926
1972	0.003799269
1971	0.003615763
1970	0.003442707
1969	0.003279442
1968	0.00312464
1967	0.002978516
1966	0.002840534
1965	0.002709568
1964	0.00258583
1963	0.00246888
1962	0.002357762
1961	0.002252683
1960	0.002153277
1959	0.002058733
1958	0.001969246
1957	0.001884083
1956	0.001803433
1955	0.001726633
1954	0.001653865
1953	0.001584528
1952	0.001518798
1951	0.001456129
1950	0.001396368
1949	0.001339677
1948	0.001285583
1947	0.001234241
1946	0.001185223
1945	0.001138413
1944	0.001093956
1943	0.001051478
1942	0.001010881
1941	0.000972299
1940	0.000935406
1939	0.000900119
1938	0.000866563
1937	0.000834449
1936	0.000803711
1935	0.000774283
1934	0.000746277
1933	0.000719283
1932	0.000693585
1931	0.000669114
1930	0.000645506
1929	0.000623017
1928	0.000601451
1927	0.000580764
1926	0.000560919
1925	0.000541876
1924	0.000523721
1923	0.000506174
1922	0.000489441
1921	0.000473369
1920	0.000457931
1919	0.000443098
1918	0.000428845
1917	0.000415241
1916	0.000402068
1915	0.000389493
1914	0.000377311
1913	0.000365679
1912	0.000354487
1911	0.000343716
1910	0.00033335
1909	0.00032337
1908	0.000313762
1907	0.000304509
1906	0.000295597
1905	0.000287012
1904	0.000278805
1903	0.000270832
1902	0.000263148
1901	0.0002558
1900	0.000248657
1899	0.000241769
1898	0.000235126
1897	0.00022877
1896	0.000222587
1895	0.000216621
1894	0.000210863
1893	0.000205353
1892	0.000199986
1891	0.000194805
1890	0.000189802
1889	0.000184969
1888	0.000180343
1887	0.000175833
1886	0.000171475
1885	0.000167263
1884	0.000163192
1883	0.000159258
1882	0.000155418
1881	0.00015174
1880	0.000148184
1879	0.000144744
1878	0.000141384
1877	0.000138166
1876	0.000135052
1875	0.000132008
1874	0.000129062
1873	0.000126241
1872	0.000123481
1871	0.000120809
1870	0.000118222
1869	0.000115718
1868	0.000113292
1867	0.000110943
1866	0.000108668
1865	0.000106439
1864	0.000104304
1863	0.000102212
1862	0.000100184
1861	9.82E-05
1860	9.63E-05
1859	9.45E-05
1858	9.27E-05
1857	9.10E-05
1856	8.93E-05
1855	8.77E-05
1854	8.61E-05
1853	8.45E-05
1852	8.30E-05
1851	8.16E-05
1850	8.02E-05
1849	7.88E-05
1848	7.75E-05
1847	7.62E-05
1846	7.49E-05
1845	7.37E-05
1844	7.25E-05
1843	7.14E-05
1842	7.02E-05
1841	6.92E-05
1840	6.81E-05
1839	6.71E-05
1838	6.61E-05
1837	6.51E-05
1836	6.42E-05
1835	6.32E-05
1834	6.24E-05
1833	6.15E-05
1832	6.06E-05
1831	5.98E-05
1830	5.90E-05
1829	5.83E-05
1828	5.75E-05
1827	5.68E-05
1826	5.61E-05
1825	5.54E-05
1824	5.47E-05
1823	5.41E-05
1822	5.34E-05
1821	5.28E-05
1820	5.22E-05
1819	5.17E-05
1818	5.11E-05
1817	5.06E-05
1816	5.00E-05
1815	4.95E-05
1814	4.90E-05
1813	4.85E-05
1812	4.81E-05
1811	4.76E-05
1810	4.72E-05
1809	4.68E-05
1808	4.63E-05
1807	4.59E-05
1806	4.56E-05
1805	4.52E-05
1804	4.48E-05
1803	4.45E-05
1802	4.41E-05
1801	4.38E-05
1800	4.35E-05
1799	4.32E-05
1798	4.29E-05
1797	4.26E-05
1796	4.24E-05
1795	4.21E-05
1794	4.19E-05
1793	4.16E-05
1792	4.14E-05
1791	4.12E-05
1790	4.10E-05
1789	4.08E-05
1788	4.06E-05
1787	4.04E-05
1786	4.02E-05
1785	4.01E-05
1784	3.99E-05
1783	3.98E-05
1782	3.96E-05
1781	3.95E-05
1780	3.94E-05
1779	3.93E-05
1778	3.92E-05
1777	3.91E-05
1776	3.90E-05
1775	3.89E-05
1774	3.89E-05
1773	3.88E-05
1772	3.88E-05
1771	3.87E-05
1770	3.87E-05
1769	3.87E-05
1768	3.87E-05
1767	3.87E-05
1766	3.87E-05
1765	3.87E-05
1764	3.87E-05
1763	3.87E-05
1762	3.88E-05
1761	3.88E-05
1760	3.89E-05
1759	3.89E-05
1758	3.90E-05
1757	3.91E-05
1756	3.92E-05
1755	3.93E-05
1754	3.94E-05
1753	3.95E-05
1752	3.96E-05
1751	3.97E-05
1750	3.99E-05
1749	4.00E-05
1748	4.02E-05
1747	4.04E-05
1746	4.06E-05
1745	4.07E-05
1744	4.10E-05
1743	4.12E-05
1742	4.14E-05
1741	4.16E-05
1740	4.19E-05
1739	4.21E-05
1738	4.24E-05
1737	4.26E-05
1736	4.29E-05
1735	4.32E-05
1734	4.35E-05
1733	4.39E-05
1732	4.42E-05
1731	4.45E-05
1730	4.49E-05
1729	4.53E-05
1728	4.56E-05
1727	4.60E-05
1726	4.64E-05
1725	4.69E-05
1724	4.73E-05
1723	4.77E-05
1722	4.82E-05
1721	4.87E-05
1720	4.91E-05
1719	4.96E-05
1718	5.02E-05
1717	5.07E-05
1716	5.12E-05
1715	5.18E-05
1714	5.23E-05
1713	5.29E-05
1712	5.35E-05
1711	5.41E-05
1710	5.48E-05
1709	5.54E-05
1708	5.61E-05
1707	5.67E-05
1706	5.74E-05
1705	5.81E-05
1704	5.88E-05
1703	5.96E-05
1702	6.03E-05
1701	6.11E-05
1700	6.18E-05
1699	6.26E-05
1698	6.34E-05
1697	6.43E-05
1696	6.51E-05
1695	6.59E-05
1694	6.68E-05
1693	6.76E-05
1692	6.85E-05
1691	6.93E-05
1690	7.02E-05
1689	7.11E-05
1688	7.20E-05
1687	7.29E-05
1686	7.38E-05
1685	7.47E-05
1684	7.56E-05
1683	7.65E-05
1682	7.74E-05
1681	7.83E-05
