# Wavelength (nm)	Reflectance (%) (0¡)
#300	52.72042
#301	49.549804
#302	46.079222
#303	42.322984
#304	38.31106
#305	34.091031
#306	29.730867
#307	25.319765
#308	20.966243
#309	16.792894
#310	12.927665
#311	9.492428
#312	6.590567
#313	4.295929
#314	2.645437
#315	1.63687
#316	1.231989
#317	1.363906
##318	1.946784
#319	2.885834
#320	4.086009
#321	5.45851
#322	6.924881
#323	8.418976
#324	9.887283
#325	11.288169
#326	12.575331
#327	13.744794
#328	14.78178
#329	15.677332
#330	16.426875
#331	17.028882
#332	17.484968
#333	17.798564
#334	17.974453
#335	18.018933
#336	17.938476
#337	17.740551
#338	17.43318
#339	17.024867
#340	16.524541
#341	15.941474
#342	15.285335
#343	14.56608
#344	13.793885
#345	12.9791
#346	12.132169
#347	11.263522
#348	10.383494
#349	9.502196
#350	8.629346
#351	7.899829
#352	7.189305
#353	6.502523
#354	5.843763
#355	5.216794
#356	4.624839
#357	4.070559
#358	3.556031
#359	3.082751
#360	2.651644
#361	2.26308
#362	1.916969
#363	1.612616
#364	1.348933
#365	1.124438
#366	0.937454
#367	0.785651
#368	0.666697
#369	0.578084
370	0.517183
371	0.481286
372	0.467659
373	0.473577
374	0.496364
375	0.533423
376	0.582336
377	0.640667
378	0.706196
379	0.776859
380	0.850759
381	0.926172
382	1.001544
383	1.0755
384	1.146832
385	1.214503
386	1.277637
387	1.335512
388	1.387554
389	1.433328
390	1.472526
391	1.504961
392	1.530555
393	1.549332
394	1.561404
395	1.566964
396	1.566278
397	1.559671
398	1.547524
399	1.53026
400	1.50834
401	1.48142
402	1.451544
403	1.419108
404	1.384509
405	1.348233
406	1.310752
407	1.272298
408	1.233251
409	1.193981
410	1.154844
411	1.116181
412	1.078312
413	1.041543
414	1.006153
415	0.972405
416	0.940534
417	0.910756
418	0.883259
419	0.85821
420	0.835749
421	0.815993
422	0.799036
423	0.784946
424	0.773771
425	0.765534
426	0.760301
427	0.757993
428	0.758574
429	0.76199
430	0.768169
431	0.777025
432	0.788456
433	0.802349
434	0.818576
435	0.837003
436	0.857484
437	0.879861
438	0.903972
439	0.929654
440	0.956738
441	0.985055
442	1.014408
443	1.044612
444	1.075525
445	1.106976
446	1.138798
447	1.170827
448	1.202903
449	1.234869
450	1.266575
451	1.293656
452	1.320358
453	1.346579
454	1.372224
455	1.397203
456	1.421429
457	1.444822
458	1.467305
459	1.488811
460	1.509272
461	1.528631
462	1.546832
463	1.563829
464	1.579576
465	1.594037
466	1.60718
467	1.618975
468	1.629408
469	1.638475
470	1.646142
471	1.652399
472	1.657245
473	1.660678
474	1.662706
475	1.663338
476	1.662708
477	1.660713
478	1.657376
479	1.652718
480	1.646769
481	1.639515
482	1.63104
483	1.62138
484	1.610574
485	1.598664
486	1.585692
487	1.571682
488	1.556703
489	1.540807
490	1.524044
491	1.506465
492	1.488122
493	1.46907
494	1.449361
495	1.429051
496	1.408194
497	1.386846
498	1.365062
499	1.342897
